time,gePosition_m_X,gePosition_m_Y,gePosition_m_Z,eiPosition_m_X,eiPosition_m_Y,eiPosition_m_Z,eiVelocity_m_s_X,eiVelocity_m_s_Y,eiVelocity_m_s_Z,eiAccel_m_s2_X,eiAccel_m_s2_Y,eiAccel_m_s2_Z,semiMajorAxis_m,gast_rad,eulerAngle_rad_Roll,eulerAngle_rad_Pitch,eulerAngle_rad_Yaw,eulerAngleWrtEi_rad_Roll,eulerAngleWrtEi_rad_Pitch,eulerAngleWrtEi_rad_Yaw,bodyAngularRateWrtEi_rad_s_Roll,bodyAngularRateWrtEi_rad_s_Pitch,bodyAngularRateWrtEi_rad_s_Yaw,altitudeMsl_m,airDensity_kg_m3,ambientTemperature_dgK,eiGravitation_m_s2_X,eiGravitation_m_s2_Y,eiGravitation_m_s2_Z
24660.0,-4735878.981834,1046688.50132329,-4637856.75838062,4158049.96653619,-2491095.74197203,-4641000.35991741,1081.62639458109,7098.21288242898,-2875.35923554609,-5.48427552135492,3.28564002573294,6.12126474509332,6759053.07579003,2.82155510610705,1.66647426560885,0.482696761178469,0.0463351529444589,-2.65893273358358,0.719415206409645,-0.637796188203881,-1.9585614615E-5,-0.0010882915206872,-5.295852326573E-4,342825.037575236,1.3177E-11,1097.37517579801,-5.48427552135492,3.28564002573294,6.12126474509332
24720.0,-4648923.34227999,640284.509899656,-4799171.09255682,4213030.61159119,-2059629.3103215,-4802373.97976317,750.374801694249,7278.29148084893,-2501.67641325081,-5.55296818300385,2.71468619229377,6.32974985729777,6759053.07579005,2.82593037534887,1.66198552810144,0.483648333043908,0.0466110143282628,-2.60516662635581,0.761207774943421,-0.556386512472932,-1.9585614615E-5,-0.0011039752844174,-5.401650764648E-4,345083.007440756,1.237E-11,1089.83473558595,-5.55296818300385,2.71468619229377,6.32974985729777
24780.0,-4543579.54346598,230014.226961984,-4937722.80034446,4248028.66322497,-1618393.69680117,-4940969.78173539,415.809632512005,7423.72934742112,-2116.4079690945,-5.59469477782649,2.13144012947576,6.50730492347657,6759053.07579005,2.83030564459639,1.65620849854405,0.48449867368307,0.0461927857652804,-2.54348347114082,0.799890574393833,-0.467104773177507,-1.9585614615E-5,-0.0011184785571455,-5.507399818737E-4,347477.157221962,1.1573E-11,1082.16659288663,-5.59469477782649,2.13144012947576,6.50730492347657
24840.0,-4420388.17793409,-182341.968840541,-5052873.11942584,4262893.94346056,-1169487.69635801,-5056148.80646434,79.5533661553805,7533.87780396004,-1721.434462424,-5.60932938209688,1.53887049131148,6.65313386551928,6759053.07579003,2.83468091384392,1.64921645627008,0.485247722633263,0.0450715085331819,-2.473372079887,0.834610984671231,-0.369406081444057,-1.9585614615E-5,-0.0011315931660222,-5.611685014142E-4,349987.056329796,1.07963E-11,1074.43783445987,-5.60932938209688,1.53887049131148,6.65313386551928
24900.0,-4279959.55678951,-594991.960994433,-5144097.37402894,4257573.76141455,-715043.659393946,-5147386.25577761,-256.768375428694,7608.26732740308,-1318.67894594725,-5.59689292547698,0.939977325804367,6.76661670098403,6759053.07579005,2.83905618309144,1.64109994678111,0.485895342131432,0.0432490897177409,-2.39467356742622,0.864429161261147,-0.263101242391505,-1.9585614615E-5,-0.0011431301730761,-5.713084263101E-4,352593.143740568,1.00483E-11,1066.71341877915,-5.59689292547698,0.939977325804367,6.76661670098403
24960.0,-4122970.28906387,-1006140.30428647,-5210987.2060259,4232112.83853242,-257216.697210032,-5214273.72415221,-591.535585883185,7646.60887092531,-910.096344585835,-5.55755125297063,0.337773361061996,6.84731115984207,6759053.07579005,2.84343145232183,1.63196555512615,0.486441652963158,0.0407384891993759,-2.30777999670829,0.888366161645531,-0.148554792935761,-1.9585614615E-5,-0.0011529225301534,-5.81019004156E-4,355276.961401209,9.3351E-12,1059.05272723039,-5.55755125297063,0.337773361061996,6.84731115984207
25020.0,-3950159.59263535,-1413996.61200934,-5253252.16708107,4186652.71244175,201826.158291471,-5256520.79081196,-923.142485006171,7648.79407067298,-497.662778449789,-5.49161214428554,-0.264734397150744,6.89495293596411,6759053.0757901,2.84780672157221,1.62193442033497,0.486887465979706,0.0375637119863803,-2.21381496310305,0.905483206446245,-0.0268650156692291,-1.9585614615E-5,-0.0011608274862939,-5.901632090971E-4,358021.350494653,8.6609E-12,1051.50619115953,-5.49161214428554,-0.264734397150744,6.89495293596411
25080.0,-3762325.36374576,-1816783.87390431,-5270720.67092447,4121430.63013418,659916.774449819,-5273955.97155166,-1250.00592076811,7614.8943620331,-83.3649106630117,-5.39952135445045,-0.864562584105828,6.90945461573802,6759053.07579008,2.85218199081402,1.61114050436652,0.487234777295513,0.0337595939726858,-2.11471364012516,0.914987405299706,0.100056551377932,-1.9585614615E-5,-0.0011667286889888,-5.986100221794E-4,360810.608086018,8.028E-12,1044.11303502413,-5.39952135445045,-0.864562584105828,6.90945461573802
25140.0,-3560320.03377367,-2212746.65632709,-5263340.30958197,4036777.94470769,1114896.6527738,-5266527.03412815,-1570.5735062412,7545.15903929854,330.810602267745,-5.28185775013143,-1.45876875238308,6.89090334234392,6759053.07579008,2.85655726005012,1.59972863644381,0.487487288508382,0.029371375088928,-2.01311707007807,0.916344193331743,0.229591328907015,-1.9585614615E-5,-0.001170537917197,-6.062366725205E-4,363630.602559298,7.4372E-12,1036.90070156825,-5.28185775013143,-1.45876875238308,6.89090334234392
25200.0,-3345046.24197626,-2600159.14131125,-5231177.54193698,3933118.03315335,1564627.51680325,-5234300.68560413,-1883.33143964092,7440.01230164252,742.887483799937,-5.13932762489861,-2.04446786290225,6.83955728859311,6759053.0757901,2.86093252929764,1.58785236217334,0.487650909118289,0.0244540615624029,-1.91205366162992,0.909364099245097,0.358732676438674,-1.9585614615E-5,-0.0011721963857559,-6.129307850373E-4,366468.847130691,6.8884E-12,1029.88613999049,-5.13932762489861,-2.04446786290225,6.83955728859311
