time,gePosition_m_X,gePosition_m_Y,gePosition_m_Z,eiPosition_m_X,eiPosition_m_Y,eiPosition_m_Z,eiVelocity_m_s_X,eiVelocity_m_s_Y,eiVelocity_m_s_Z,eiAccel_m_s2_X,eiAccel_m_s2_Y,eiAccel_m_s2_Z,semiMajorAxis_m,gast_rad,eulerAngle_rad_Roll,eulerAngle_rad_Pitch,eulerAngle_rad_Yaw,eulerAngleWrtEi_rad_Roll,eulerAngleWrtEi_rad_Pitch,eulerAngleWrtEi_rad_Yaw,bodyAngularRateWrtEi_rad_s_Roll,bodyAngularRateWrtEi_rad_s_Pitch,bodyAngularRateWrtEi_rad_s_Yaw,altitudeMsl_m,airDensity_kg_m3,ambientTemperature_dgK,eiGravitation_m_s2_X,eiGravitation_m_s2_Y,eiGravitation_m_s2_Z
960.0,-5700967.97255,-818454.602498,3534557.63056,-1899870.6489,-5435941.96416,3536244.8846,4373.51205129,-4439.79130921,-4489.64495351,2.45414859808,7.02185138673,-4.56792699599,6758662.11723,1.09335211434,2.3742214361694763E-15,0.8875923921671792,2.198353181637758E-15,-2.471593905353287,-0.03718896447605677,-1.4289931348888525,0.0,0.0,0.0,385246.980295,6.61267311836E-12,1121.96917921,2.45414859808,7.02185138673,-4.56792699599
1020.0,-5807964.78976,-1146741.697,3257366.03583,-1633247.22809,-5689487.726,3258855.30789,4510.49517421,-4008.44394013,-4753.09926035,2.11016166425,7.35083989866,-4.2104535197,6758662.11723,1.09772738343,3.175039922678128E-15,0.9557956910595128,5.484159866456733E-15,-2.471593905353287,-0.03718896447605677,-1.4289931348888525,0.0,0.0,0.0,383912.992166,6.91099941407E-12,1129.0678263,2.11016166425,7.35083989866,-4.2104535197
1080.0,-5890914.74666,-1468887.89283,2965029.65483,-1359030.21298,-5916580.68979,2966314.02071,4626.53228704,-3558.37217567,-4994.50459422,1.75621817019,7.64575092852,-3.83324412651,6758662.11723,1.10210265252,3.736712039306754E-15,1.0240080257639848,4.937798051938574E-15,-2.471593905353287,-0.03718896447605677,-1.4289931348888525,0.0,0.0,0.0,382615.708702,7.20410831208E-12,1135.63958297,1.75621817019,7.64575092852,-3.83324412651
1140.0,-5949369.03175,-1783612.59828,2658904.96671,-1078493.30727,-6116159.59655,2659978.45374,4721.07504834,-3091.66352777,-5212.72864769,1.39396074566,7.90518247478,-3.43804224265,6758662.11723,1.10647792161,7.292873624305822E-15,1.092229227680044,7.59423203853348E-15,-2.471593905353287,-0.03718896447605677,-1.4289931348888525,0.0,0.0,0.0,381373.114964,7.48814599554E-12,1141.66340206,1.39396074566,7.90518247478,-3.43804224265
1200.0,-5982981.22111,-2089672.52353,2340413.16932,-792940.132318,-6287290.8642,2341270.78449,4793.67495799,-2610.48474187,-5406.7463694,1.02507351745,8.12789654441,-3.02667828318,6758662.11723,1.11085319069,1.1132326627397803E-14,1.1604590868253828,1.0627893077080177E-14,-2.471593905353287,-0.03718896447605677,-1.4289931348888525,0.0,0.0,0.0,380202.336435,7.7590399177E-12,1147.11912903,1.02507351745,8.12789654441,-3.02667828318
1260.0,-5991509.32546,-2385866.58275,2011033.59675,-503698.166694,-6429173.04247,2011671.35038,4843.98561294,-2117.07176185,-5575.64493382,0.651274268517,8.31282551192,-2.6010612582,6758662.11723,1.11522845978,1.5306451735520168E-14,1.2286973527766698,1.3858544138904645E-14,-2.471593905353287,-0.03718896447605677,-1.4289931348888525,0.0,0.0,0.0,379119.343262,8.01259721908E-12,1151.98723184,0.651274268517,8.31282551192,-2.6010612582
1320.0,-5974817.39318,-2671040.59285,1672296.85424,-212112.564554,-6541140.65464,1672711.77894,4871.76448598,-1613.71933672,-5718.62819429,0.274306387484,8.45907769192,-2.16316994869,6758662.11723,1.11960372887,1.3649822274421252E-14,1.296943735800522,1.3560020812101933E-14,-2.471593905353287,-0.03718896447605677,-1.4289931348888525,0.0,0.0,0.0,378138.674091,8.24461890324E-12,1156.24846939,0.274306387484,8.45907769192,-2.16316994869
1380.0,-5932876.65821,-2944091.74979,1325777.7021,80460.1180873,-6622667.40622,1325967.86694,4876.87421622,-1102.77031762,-5835.0205947,-0.104069352975,8.56594208807,-1.71504369194,6758662.11723,1.12397899796,1.3595476930811972E-14,1.3651979081712298,1.2592810507172814E-14,-2.471593905353287,-0.03718896447605677,-1.4289931348888525,0.0,0.0,0.0,377273.184958,8.4510389103E-12,1159.884107,-0.104069352975,8.56594208807,-1.71504369194
1440.0,-5865766.22415,-3203972.86468,973087.721764,372658.259633,-6673368.74336,973052.241649,4859.28340212,-586.604695271,-5924.27051757,-0.482083148433,8.6328922848,-1.25877281965,6758662.11723,1.12835426705,1.104907300841334E-14,1.433459505682212,8.236120935159845E-15,-2.471593905353287,-0.03718896447605677,-1.4289931348888525,0.0,0.0,0.0,376533.828253,8.6280865492E-12,1162.87683742,-0.482083148433,8.6328922848,-1.25877281965
1500.0,-5773673.27738,-3449696.34278,615867.798494,663121.541664,-6693003.74703,615606.838617,4819.06689047,-67.6284305421,-5985.95304931,-0.857964603813,8.65958945283,-0.796488794607,6758662.11723,1.13272953613,6.63592409579115E-15,1.501728129314549,4.725582310651317E-15,-2.471593905353287,-0.03718896447605677,-1.4289931348888525,0.0,0.0,0.0,375929.466258,8.77244310478E-12,1165.21147632,-0.857964603813,8.65958945283,-0.796488794607
1560.0,-5656892.82478,-3680337.88969,255780.45603,950497.319819,-6681476.35219,255295.231438,4756.40555737,451.73786822,-6019.77214562,-1.22995122007,8.64588444371,-0.330354094469,6758662.11723,1.13710480522,2.6863747181213578E-12,1.5700033470817987,2.4676145619193095E-12,-2.471593905353287,-0.03718896447605677,-1.4289931348888525,0.0,0.0,0.0,375466.723086,8.88138327436E-12,1166.8754629,-1.22995122007,8.64588444371,-0.330354094469
1620.0,-5515826.9535,-3895039.93044,-105497.920298,1233446.96624,-6638835.88436,-106205.150078,4671.58557971,969.070365641,-6025.5621838,-1.59629688217,8.59181895409,0.137448106468,6758662.11723,1.14148007431,3.1415926535897927,1.5033079575474357,3.1415926535897927,-2.471593905353287,-0.03718896447605677,-1.4289931348888525,0.0,0.0,0.0,375149.878085,8.95289368481E-12,1167.85924417,-1.59629688217,8.59181895409,0.137448106468
1680.0,-5350983.61252,-4093014.72833,-466284.934963,1510652.15306,-6565276.90947,-467210.876186,4564.99719846,1481.95346136,-6003.28889111,-1.95528030342,8.497625745,0.604724404555,6758662.11723,1.1458553434,3.1415926535897927,1.4350209691470657,3.1415926535897927,-2.471593905353287,-0.03718896447605677,-1.4289931348888525,0.0,0.0,0.0,374980.802908,8.98576118951E-12,1168.15658401,-1.95528030342,8.497625745,0.604724404555
1740.0,-5162974.91824,-4273547.19177,-824900.070469,1780821.04651,-6461138.39612,-826040.410293,4437.13297779,1987.99123664,-5953.04964202,-2.30521338067,8.36372790759,1.06928172851,6758662.11723,1.15023061249,3.1415926535897927,1.3667288595754248,3.1415926535897927,-2.471593905353287,-0.03718896447605677,-1.4289931348888525,0.0,0.0,0.0,374958.943572,8.97962539548E-12,1167.76482406,-2.30521338067,8.36372790759,1.06928172851
