time,gePosition_m_X,gePosition_m_Y,gePosition_m_Z,eiPosition_m_X,eiPosition_m_Y,eiPosition_m_Z,eiVelocity_m_s_X,eiVelocity_m_s_Y,eiVelocity_m_s_Z,eiAccel_m_s2_X,eiAccel_m_s2_Y,eiAccel_m_s2_Z,semiMajorAxis_m,gast_rad,eulerAngle_rad_Roll,eulerAngle_rad_Pitch,eulerAngle_rad_Yaw,eulerAngleWrtEi_rad_Roll,eulerAngleWrtEi_rad_Pitch,eulerAngleWrtEi_rad_Yaw,bodyAngularRateWrtEi_rad_s_Roll,bodyAngularRateWrtEi_rad_s_Pitch,bodyAngularRateWrtEi_rad_s_Yaw,altitudeMsl_m,airDensity_kg_m3,ambientTemperature_dgK,eiGravitation_m_s2_X,eiGravitation_m_s2_Y,eiGravitation_m_s2_Z
6300.00000001,-4697203.1939,2270122.6363,4297259.62913,-2679162.72958,-4474355.20112,4299517.13002,3810.46845586,-5658.40863806,-3526.14245756,3.45856680525,5.77600464604,-5.55030385439,6758662.11723,1.48275106318,-0.4315983133252195,-0.1362125089119003,0.6709873436248812,3.0729353653666385,0.9692300836228298,-1.6369816046081451,-6.603496261057255E-4,-9.043588397112021E-4,-2.1915824291094424E-4,389495.454263,5.67136269717E-12,1096.22083778,3.45856680525,5.77600464604,-5.55030385439
6360.00000001,-4994812.04601,2028585.06696,4076037.79533,-2444488.24916,-4803203.30081,4078125.0727,4008.99100062,-5298.93652931,-3850.74535382,3.15626761312,6.20178682502,-5.26558231304,6758662.11723,1.48712633227,-0.4299779668985023,-0.13756938752059863,0.6758976900463965,3.0464864763406325,1.0242280957814827,-1.621037916441874,-6.67360962220077E-4,-8.992442867076411E-4,-2.1837712700711437E-4,388168.023264,5.9645328766E-12,1104.83630794,3.15626761312,6.20178682502,-5.26558231304
6420.00000001,-5271451.83687,1780173.09724,3835876.94211,-2198455.64429,-5109733.56495,3837784.29759,4188.92466288,-4914.7673109,-4157.52047161,2.83917546489,6.59891874888,-4.95627148336,6758662.11723,1.49150160135,-0.4284961653116923,-0.1388398182901701,0.6805470430277829,3.0187448809298036,1.0791296776873849,-1.6066256820030103,-6.742808544576803E-4,-8.941254342757089E-4,-2.1753090190795274E-4,386818.322156,6.26254913157E-12,1113.0038162,2.83917546489,6.59891874888,-4.95627148336
6480.00000001,-5525893.42659,1525845.65751,3577889.32859,-1942206.00776,-5392516.87993,3579607.89799,4349.42541091,-4507.67678851,-4445.03444548,2.50875319372,6.96552986174,-4.62379001531,6758662.11723,1.49587687044,-0.42716246080763626,-0.14001060510309202,0.6849528442289404,2.989188454376373,1.1339016772773973,-1.5941985050093292,-6.811076276881708E-4,-8.890055133549537E-4,-2.1662020138788938E-4,385464.987041,6.56262603836E-12,1120.69560478,2.50875319372,6.96552986174,-4.62379001531
6540.00000001,-5757001.4749,1266579.19608,3303270.55352,-1676928.40143,-5650233.96527,3304792.3484,4489.73895208,-4079.54886919,-4711.94237066,2.16652814048,7.29988881794,-4.26966685945,6758662.11723,1.50025213953,-0.42598536798381664,-0.14106935501827816,0.6891334871844187,2.957021806070642,1.1885065989782297,-1.5844860174835607,-6.878396977704344E-4,-8.838877672505824E-4,-2.156456881763665E-4,384126.792817,6.86160842011E-12,1127.88702314,2.16652814048,7.29988881794,-4.26966685945
6600.00000001,-5963739.65288,1003364.01964,3013294.05716,-1403854.3599,-5881681.60392,3014612.00232,4609.2043966,-3632.36694881,-4956.9942196,1.81408520624,7.60041204429,-3.89553446008,6758662.11723,1.50462740862,-0.4249723372005153,-0.1420045533396094,0.693108204778548,2.920952917147887,1.2428984507705318,-1.578716865809404,-6.944755709766483E-4,-8.787754476733067E-4,-2.1460805262091644E-4,382822.333747,7.1559897172E-12,1134.55542921,1.81408520624,7.60041204429,-3.89553446008
6660.00000001,-6145175.43517,737200.604854,2709305.25092,-1124252.18709,-6085778.34074,2710413.21771,4707.25749461,-3168.20480485,-5179.04083401,1.45305958683,7.86567165523,-3.50312141305,6758662.11723,1.50900267771,-0.424129729500432,-0.1428056303786175,0.696896952657446,2.878711419055565,1.2970139233716516,-1.5791000854703738,-7.010138432278263E-4,-8.736718108420244E-4,-2.1350801132405953E-4,381569.705136,7.44195810877E-12,1140.67952686,1.45305958683,7.86567165523,-3.50312141305
6720.00000001,-6300484.4489,469095.894285,2392715.30112,-839421.071708,-6261569.62072,2393608.13634,4783.43342878,-2689.21703501,-5377.03946085,1.0851292214,8.0944026738,-3.09424461794,6758662.11723,1.51337794679,-0.4234627932858496,-0.14346301985267815,0.7005202895849522,2.8258801543319767,1.350751060217778,-1.5899932207170544,-7.074531991583231E-4,-8.685801136318767E-4,-2.1234630577496576E-4,380386.192012,7.7154688398E-12,1146.23897034,1.0851292214,8.0944026738,-3.09424461794
6780.00000001,-6428954.35732,200059.589816,2064994.59522,-550685.049095,-6408232.34096,2065668.14547,4837.36914588,-2197.62908435,-5550.05880334,0.712006988949,8.28550951414,-2.67080095753,6758662.11723,1.51775321588,-0.4229756431163746,-0.14396820897072463,0.7039992557233652,2.752565976539162,1.4039080648241047,-1.6212312293140285,-7.137924110092949E-4,-8.635036098200455E-4,-2.1112370095319167E-4,379287.970735,7.97233944065E-12,1151.21408929,0.712006988949,8.28550951414,-2.67080095753
6840.00000001,-6529988.25818,-68899.5431636,1727665.9203,-259386.837223,-6525078.79305,1728117.05171,4868.80521362,-1695.72690678,-5697.28355922,0.335432689131,8.43807168389,-2.23475854054,6758662.11723,1.52212848497,-0.42267124105660303,-0.14431378034994774,0.7073552498285872,2.6314114511798383,1.4559581557914345,-1.7001145088157592,-7.200303373598457E-4,-8.584455463926368E-4,-2.098409839376527E-4,378289.829283,8.20836158831E-12,1155.58556369,0.335432689131,8.43807168389,-2.23475854054
