time,gePosition_m_X,gePosition_m_Y,gePosition_m_Z,eiPosition_m_X,eiPosition_m_Y,eiPosition_m_Z,eiVelocity_m_s_X,eiVelocity_m_s_Y,eiVelocity_m_s_Z,eiAccel_m_s2_X,eiAccel_m_s2_Y,eiAccel_m_s2_Z,semiMajorAxis_m,gast_rad,eulerAngle_rad_Roll,eulerAngle_rad_Pitch,eulerAngle_rad_Yaw,eulerAngleWrtEi_rad_Roll,eulerAngleWrtEi_rad_Pitch,eulerAngleWrtEi_rad_Yaw,bodyAngularRateWrtEi_rad_s_Roll,bodyAngularRateWrtEi_rad_s_Pitch,bodyAngularRateWrtEi_rad_s_Yaw,altitudeMsl_m,airDensity_kg_m3,ambientTemperature_dgK,eiGravitation_m_s2_X,eiGravitation_m_s2_Y,eiGravitation_m_s2_Z
0.0,-1428622.3120664244,4163200.465251461,5136049.672040268,-4292653.410000001,955168.4699999995,5139356.569999999,109.64966299999782,-7527.726490000002,1484.5214890000007,5.528986569357204,-1.230267887409868,-6.619549899945847,6758662.117228848,1.0233194459853856,0.19689735485747065,1.4818059945046167,0.19765940137335777,-1.3731447587678467,-0.8677374784865443,3.0597725892015397,-1.9798957083974874E-5,-9.597485664705244E-4,1.2874900798265365E-19,398252.76383814117,3.1125051777514152E-12,976.2183377126014,5.528986569357204,-1.230267887409868,-6.619549899945847
60.0,-1789712.6496693231,3920255.313014938,5213136.603979294,-4276130.763605977,501640.15063717,5216447.947710037,440.8995044269196,-7584.043045623147,1084.1893967259227,5.508416690933063,-0.6462017022795102,-6.719712406156255,6758662.117263554,1.027694715234372,0.22266181425028977,1.4926251178255365,0.2235171736566969,-1.4413633027142687,-0.8771765848269927,-3.135917846931927,-1.9798957083974874E-5,-9.41628699435284E-4,-4.925569046830879E-6,398335.16146815225,3.2027933494634593E-12,983.3970713722676,5.508416690933063,-0.6462017022795102,-6.719712406156255
120.0,-2144732.0341794845,3662345.3121002857,5266057.2408811925,-4239785.464850451,45786.44926321739,5269357.680101298,770.149856362321,-7605.20775891319,678.7772427016238,5.46236021841705,-0.058989324122982044,-6.788817501974939,6758662.117263755,1.0320699844833425,0.2564922976849336,1.5044319171702791,0.2574582986958139,-1.5099931923887369,-0.8829411383127179,-3.0484407235247977,-1.9798957083974874E-5,-9.2603978288741E-4,-9.773339167690675E-6,398280.4831682923,3.312437785884759E-12,991.3056589075247,5.46236021841705,-0.058989324122982044,-6.788817501974939
180.0,-2492166.1237640986,3390599.0023314618,5294562.856727812,-4183783.2576410878,-410279.4807939532,5297837.089568896,1095.8768804319984,-7591.112907333935,270.15925433311025,5.39101509822493,0.5286657408489086,-6.826529477988571,6758662.117263807,1.0364452537322815,0.30487300379123256,1.517032238847447,0.30598631685179,-1.578442635987274,-0.8851372908310211,-2.9614823136261537,-1.9798957083974874E-5,-9.13198524330256E-4,-1.4484622006372604E-5,398085.3786753998,3.442114983131878E-12,999.8931987452186,5.39101509822493,0.5286657408489086,-6.826529477988571
240.0,-2830524.933552639,3106195.851588955,5298517.62697371,-4108380.8902639444,-864442.8940837069,5301750.470799711,1416.5720940053013,-7541.813194315,-139.7744838473676,5.294695095669548,1.1140548245265889,-6.832655726427421,6758662.117263698,1.0408205229812044,0.3830033447504054,1.530166957934771,0.3843192690688156,-1.6461623238118506,-0.8838806212983935,-2.8754999824623537,-1.9798957083974874E-5,-9.032858338901977E-4,-1.900302517340223E-5,397748.7681052731,3.5920371658941047E-12,1009.0715707172562,5.294695095669548,1.1140548245265889,-6.832655726427421
300.0,-3158349.2713430426,2810361.125333363,5277899.32207716,-4013924.9861680833,-1314597.2005823464,5281075.783796071,1730.749287902969,-7457.525693790666,-549.1266557877692,5.173828662823243,1.694476279421762,-6.807147954907414,6758662.117263536,1.0451957922300796,0.5355439354330271,1.5433825285102152,0.5371353967417271,-1.7126620650373394,-0.8792881805568044,-2.79089097074206,-1.9798957083974874E-5,-8.964433772884084E-4,-2.3275637430087378E-5,397271.88371581945,3.761926957752725E-12,1018.720424929598,5.173828662823243,1.694476279421762,-6.807147954907414
360.0,-3474217.0881843474,2504360.597403019,5232799.482005453,-3900850.5020298115,-1758653.6879591248,5235904.827551302,2036.9513609482015,-7338.629062575654,-956.0013936463739,5.0289572988146745,2.2672476926627407,-6.750102774949119,6758662.11726345,1.049571061478955,0.942362995173349,1.5552460375695554,0.9443192730499946,-1.7775200922236818,-0.8714714438179089,-2.707983272436951,-1.9798957083974874E-5,-8.927707330989046E-4,-2.7254176631626003E-5,396658.2718183812,3.951071213678393E-12,1028.698598390408,5.0289572988146745,2.2672476926627407,-6.750102774949119
420.0,-3776749.716220731,2189495.1242659804,5163423.069596519,-3769678.7789998176,-2194551.1746032713,5166442.892262069,2333.7570409341124,-7185.662020213449,-1358.5129738376263,4.860733403783159,2.8297180810551517,-6.6617616559412225,6758662.117263525,1.0539463307277828,2.0296642339759354,1.5585492192288162,2.0320894392273763,-1.8403854241399582,-0.8605308250696879,-2.627033489699762,-1.9798957083974874E-5,-8.923233058158056E-4,-3.089605486914096E-5,395913.75463680265,4.158432375152997E-12,1038.858809178122,4.860733403783159,2.8297180810551517,-6.6617616559412225
480.0,-4064617.966290806,1867095.1053778476,5070087.602939864,-3621015.194857294,-2620265.549525399,5073007.890244936,2619.787461713581,-6999.321098976092,-1754.7944910956335,4.669917629703795,3.379280015619046,-6.54251023744045,6758662.117263537,1.0583215999766105,2.7081917250735588,1.5488361237202148,2.711203049095437,-1.9009747009751379,-0.8465521341114601,-2.548230213365871,-1.9798957083974874E-5,-8.951111125728536E-4,-3.416531613465063E-5,395046.35253835376,4.382772734383866E-12,1049.0613796841412,4.669917629703795,3.379280015619046,-6.54251023744045
540.0,-4336548.05801061,1538514.8526825644,4953221.769248266,-3455546.4266073876,-3033819.1555005293,4956028.968034219,2893.7125663718643,-6780.457669821119,-2143.0064719012576,4.457375733389262,3.9133816229742138,-6.392876995080196,6758662.117263681,1.0626968692254064,2.9300845292569213,1.5358361986454947,2.9338102886328854,-1.9590653917012737,-0.829605066908679,-2.4717009899953335,-1.9798957083974874E-5,-9.010985145235684E-4,-3.70334066689112E-5,394066.1676898207,4.622747463447989E-12,1059.183722962798,4.457375733389262,3.9133816229742138,-6.392876995080196
600.0,-4591327.355415765,1205126.892601685,4813363.52501586,-3274037.3348476943,-3433289.972264222,4816044.604464059,3154.2573068264423,-6530.07425329537,-2521.345388411061,4.2240749391695696,4.429538410079901,-6.21353125790968,6758662.117263822,1.0670721384741706,3.0302277178029184,1.5225081601487642,3.0348052188861834,-2.0144872540417333,-0.8097435726978778,-2.3975209557870216,-1.9798957083974874E-5,-9.102049089247905E-4,-3.947974656563259E-5,392985.2308153561,4.876942339722824E-12,1069.1244959579026,4.2240749391695696,4.429538410079901,-6.21353125790968
660.0,-4827809.881716005,868316.2240770409,4651157.689593077,-3077327.4829964433,-3816820.5572081567,4653700.201873656,3400.207610716838,-6249.320127606397,-2888.052033975426,3.9710798210389013,4.925344858161553,-6.005280577688357,6758662.11726393,1.0714474077229348,3.0870336336610995,1.509534624861279,3.092606883630009,-2.067113561845198,-0.7870077700331352,-2.3257215851898425,-1.9798957083974874E-5,-9.223063410755719E-4,-4.149208234338923E-5,391817.313351195,5.143856633126436E-12,1078.8032686845766,3.9710798210389013,4.925344858161553,-6.005280577688357
720.0,-5044921.587314979,529474.5563698211,4467353.0416360935,-2866327.306201878,-4182626.7018546243,4469745.179903342,3630.4160871057184,-5939.486249347101,-3241.4197214506503,3.6995477164364177,5.398485731225292,-5.769067453526695,6758662.11726381,1.075822676973096,3.1239273156017595,1.497233884674926,3.130644608584153,-2.1168530956015315,-0.7614269964952771,-2.2562985244138454,-1.9798957083974874E-5,-9.372379429563033E-4,-4.306661284065874E-5,390577.7078899345,5.421847910433865E-12,1088.1574714559642,3.6995477164364177,5.398485731225292,-5.769067453526695
780.0,-5241665.345982761,189994.55031634137,4262798.930210197,-2642013.946440338,-4529005.7634147275,4265029.583672149,3843.8074433145894,-5601.9995056416565,-3579.8022658016635,3.4107236862724006,5.846747044373203,-5.505965418268321,6758662.117263894,1.0801979462217968,-3.133117539833655,1.485826660446463,-3.125106130503631,-2.1636433795632426,-0.7330235626144217,-2.1892179966087277,-1.9798957083974874E-5,-9.547970635597775E-4,-4.420789354649366E-5,389282.9803872168,5.709060323504211E-12,1097.1383234698612,3.4107236862724006,5.846747044373203,-5.505965418268321
840.0,-5417125.654908279,-148735.91316610356,4038441.414619802,-2405426.7719394895,-4854344.631961328,4040500.220422246,4039.383586169938,-5238.416319765404,-3901.621712970755,3.105935038314895,6.268026637247303,-5.217174496153902,6758662.11726381,1.0845732154704657,-3.113450792985111,1.4754916953424206,-3.103995982542505,-2.207445242020398,-0.7018168201337197,-2.1244216770614757,-1.9798957083974874E-5,-9.747469289136247E-4,-4.4928535986066105E-5,387950.6981453878,6.003354973306764E-12,1105.7069030484847,3.105935038314895,6.268026637247303,-5.217174496153902
900.0,-5570473.015381515,-485339.4139137805,3795318.9493006533,-2157662.6006394173,-5157127.295167793,3797196.3409797065,4216.228382038662,-4850.415635563619,-4205.375777655728,2.7865854335966906,6.660344298343837,-4.904016044559048,6758662.11726375,1.0889484847191346,-3.0979957778216702,1.4663809291015812,-3.0869516611034697,-2.2482385117615773,-0.6678272266652461,-2.0618302046577575,-1.9798957083974874E-5,-9.968206600385761E-4,-4.524872790228622E-5,386599.13809212524,6.3022552359459614E-12,1113.8309307707082,2.7865854335966906,6.660344298343837,-4.904016044559048
960.0,-5700967.97193601,-818454.5992824226,3534557.632322941,-1899870.648899307,-5435941.964182729,3536244.8845954104,4373.51205128768,-4439.791309223358,-4489.64495351008,2.4541485980607782,7.021851386707668,-4.567926995954861,6758662.117263839,1.0933237539677718,-3.085443321798647,1.4586240488973619,-3.0726699478502715,-2.2860185374128976,-0.631080174154827,-2.0013456256751305,-1.9798957083974874E-5,-0.001020725484693515,-4.51956059576116E-5,385246.9803148942,6.602914711987613E-12,1121.4824120403075,2.4541485980607782,7.021851386707668,-4.567926995954861
1020.0,-5807964.789049276,-1146741.6939093359,3257366.0382129075,-1633247.2280823484,-5689487.726016075,3258855.30789,4510.495174212037,-4008.4439401363834,-4753.09926034798,2.1101616642250702,7.350839898632212,-4.210453519667105,6758662.11726384,1.0976990232163775,-3.0749800594223684,1.4523296721338028,-3.060345947360533,-2.3207931964572954,-0.5916094329710705,-1.9428530879039694,-1.9798957083974874E-5,-0.0010461470017207098,-4.48025152246759E-5,383912.99218855187,6.902111755963976E-12,1128.6360540055973,2.1101616642250702,7.350839898632212,-4.210453519667105
